P1_B2004,P1_B2005,P1_B2006,P1_B2007,P1_B2008,P2_B2016,P2_B2017,P2_B2018,P2_B2019,P2_B2020,P3_B2021,P3_B2022,P3_B2023,P3_B2024,P3_B2025,P4_HT_LD,P4_HT_PG,P4_HT_RS,P4_HT_WS,P4_HT_CT,time,attack,attack_P1,attack_P2,attack_P3,Label
0.1429392404978794,0.3047060132227574,0.09588994005221069,0.332990936435987,0.4604995576936629,1.0788406268345825,0.7991591116321245,0.7080923826950262,0.4431184029952343,0.7278013533167635,0.5413543062813854,0.2866388342063796,0.36333516531476867,0.20752131209775007,0.5447233944140402,0.11148714965318655,0.9107004586011019,0.434919142632682,0.46360316293745935,0.21666094337110714,2023-01-01 00:00:00,0,0,0,0,0
0.13648375121210227,0.3424336380405084,0.11043944272910677,0.33601402520702717,0.47647056614160677,1.0154730052904064,0.8382574959301976,0.6073284639198564,0.4372745203086326,0.7372077465105746,0.6267230821902274,0.30481646786898786,0.4273029122770843,0.22911983793774376,0.6046114342748151,0.12954021944653477,0.8607958774665466,0.39701582004735814,0.5539903258881225,0.240481246233582,2023-01-01 00:00:01,0,0,0,0,0
0.11230278115994337,0.30197906431994065,0.1019128939929084,0.36120499665759614,0.47519140992776915,1.0551743127814235,0.7086981657586552,0.6486294824124358,0.44845322566455004,0.6913109492290392,0.5296642349842533,0.31609064300486917,0.4539180983869461,0.18309453529461925,0.5957230426174154,0.11255521265058174,0.8538563076149742,0.4572041470446836,0.4794554433473784,0.19983612467513642,2023-01-01 00:00:02,0,0,0,0,0
0.09443995857698059,0.2776862890302235,0.138560808328972,0.289694589799347,0.46323357656837943,1.0035038289531908,0.8006093162075444,0.6414535251502861,0.3959557360541876,0.6645857602974634,0.5567883685400362,0.3104833214923364,0.43604545619884755,0.17316149906077846,0.6022475958574083,0.11975163022188384,0.8881777765896488,0.4276657946481775,0.4810529955320987,0.22901923906202357,2023-01-01 00:00:03,0,0,0,0,0
0.09850703019281586,0.26128380121207573,0.10016160623754201,0.28936284633612064,0.4845644477326497,1.0580557950501277,0.9255480050607212,0.6698200080313927,0.40247385958797444,0.6897686539421454,0.5325779499097651,0.3362550015646041,0.3888601277837001,0.23192979622919374,0.5754328745651129,0.08976363561144764,0.8089340690028205,0.35395829291111436,0.38525146040948954,0.15985243643214322,2023-01-01 00:00:04,0,0,0,0,0
0.1045601334353865,0.2417185154618424,0.12016566056136238,0.29553215441484904,0.4297622566077617,0.9766752947275392,0.735654944577865,0.600871205706074,0.4048618729079126,0.686277166346089,0.5046057977939182,0.33584699842330634,0.40261769579833795,0.1826084208509739,0.6087444591459957,0.06442569400771689,0.868494038034581,0.4753810438732917,0.5180580019692765,0.14652770059272008,2023-01-01 00:00:05,0,0,0,0,0
0.11162872336799473,0.26542910917340906,0.1392878291328357,0.3448523090724022,0.4395009466976091,1.043252759360972,0.9004450749100404,0.6765928145207007,0.45054918305983765,0.7449467480783132,0.4040576930090821,0.3474186580773266,0.45636947544137874,0.22235401169506344,0.6339010379362772,0.12264806820129859,0.8004320125186526,0.3691747136708865,0.49706158714665477,0.2275326452299405,2023-01-01 00:00:06,0,0,0,0,0
0.12399129902066328,0.3257634165098475,0.13613399983735644,0.35005487555723724,0.4675190288288006,1.0719382006036278,0.952825292280262,0.708948509742674,0.4713017041483193,0.7818234597943199,0.49387917630518524,0.2533819006166628,0.43238107516394464,0.20524594442657854,0.6492148357025251,0.16553093536639918,0.9531146775503514,0.39672340770359793,0.5186539888377731,0.2241441141469904,2023-01-01 00:00:07,0,0,0,0,0
0.0791367439396051,0.24624804340713047,0.1436652927589217,0.38832350375503016,0.4736526280380844,1.0187944722634985,0.8306955341704689,0.5935346678586425,0.42159921377154846,0.6837641804303626,0.3725101205344593,0.3328684459465626,0.41344472595523957,0.18063072069695374,0.6581771803257193,0.015770298120705767,0.8112461778640506,0.37866645470361726,0.5208925115074006,0.20673400212437973,2023-01-01 00:00:08,0,0,0,0,0
0.11632681150632077,0.28803911887006395,0.1285230088256803,0.38956331402118777,0.44906267368447766,0.9981762102725444,0.7782262589956026,0.6152129090267067,0.38635413821895415,0.685482052018191,0.49725763819573626,0.28532988784198987,0.41586207750459087,0.20002153278664914,0.5731238344525849,0.17523575476083447,0.8297127997891085,0.4574283832655052,0.42925582919929056,0.16464683233558633,2023-01-01 00:00:09,0,0,0,0,0
