P1_B2004,P1_B2005,P1_B2006,P1_B2007,P1_B2008,P2_B2016,P2_B2017,P2_B2018,P2_B2019,P2_B2020,P3_B2021,P3_B2022,P3_B2023,P3_B2024,P3_B2025,P4_HT_LD,P4_HT_PG,P4_HT_RS,P4_HT_WS,P4_HT_CT,time,attack,attack_P1,attack_P2,attack_P3,Label
0.09640230177591687,0.2606865198713686,0.14163561835794203,0.40478559693147736,0.481595349943872,1.0144820802884056,0.7614521616512688,0.5546963715855885,0.4033033695248715,0.7616169843527372,0.5486671788301459,0.34424460339336965,0.41246397337729296,0.19778989990507176,0.5756235225092231,0.08648146912038888,0.7545717090158357,0.3516397787461674,0.4180322125081731,0.22632261533180845,2023-01-01 00:00:00,0,0,0,0,0
0.11091793902005209,0.31695489539291,0.11827099434658565,0.4074457090990445,0.45969444991333347,1.023061019022713,0.878793894465573,0.6470898608884252,0.36573103321148653,0.6543200438624052,0.4583602945242359,0.25490215474789923,0.428268334082898,0.20776363465326203,0.5930479556477624,0.13487163803415078,0.6615922982253817,0.3534356837014991,0.4924401446875241,0.23825858592157068,2023-01-01 00:00:01,0,0,0,0,0
0.08050431318208023,0.22872107018371274,0.11531466643089344,0.3419898202583269,0.45415928731984967,1.0742187329133237,0.8626407614537895,0.566167303589406,0.43335387193133407,0.7604119410851781,0.49716627263015967,0.207513462807486,0.38758894552335865,0.1922364222039483,0.6049204629605912,0.0826325940273957,0.8652710414477023,0.40145309495158904,0.4321916466545743,0.18268123971909137,2023-01-01 00:00:02,0,0,0,0,0
0.11566385030321263,0.2637067790300292,0.07384545865351115,0.27632491469116716,0.4200641632722458,1.0633084802068766,0.8331864984272919,0.6535019026414876,0.4379502983857372,0.800027075228908,0.5629016463679984,0.32373694384433593,0.3882557657073703,0.18278449747935885,0.596573361040436,0.15741486568214783,0.8512303616283645,0.48198119567255493,0.45777757258048196,0.14939470401510213,2023-01-01 00:00:03,0,0,0,0,0
0.09606595583093783,0.35546222551072293,0.15227506477651306,0.38482499989351615,0.4564537856130769,1.0982385436724305,0.8124060356374718,0.5794463638211684,0.4483662397594219,0.6964014319532175,0.5523550535712166,0.2603995864815363,0.41239120149035213,0.2192484620990132,0.7157696432389665,0.08310736754233465,0.8444498638549098,0.37098709829194376,0.5210991541100813,0.21001895584818087,2023-01-01 00:00:04,0,0,0,0,0
0.0917987620884984,0.2555706366892457,0.1363042970716389,0.32720337274453837,0.4337252029672764,1.0306564253961952,0.7884446110333737,0.6311651677304276,0.4212762615400955,0.663447299948307,0.4952303944119618,0.3349126206855543,0.415193685916371,0.2215717813115976,0.5313879388886447,0.0962573546163427,0.8839346722960868,0.3630635107514784,0.3528665737363539,0.20847587607195495,2023-01-01 00:00:05,0,0,0,0,0
0.0931873449348908,0.2729448669386753,0.13340545415549518,0.3675933520124732,0.4584444300557444,1.0093174998439078,0.8736491418374945,0.6156830411127203,0.3921228404144232,0.6738427052651175,0.5222718478567125,0.2820432919867508,0.43802869846639436,0.2097827192662401,0.6222039115631058,0.056706847975715756,0.7730887044672746,0.44814115930804865,0.4775699673521266,0.2229284201071411,2023-01-01 00:00:06,0,0,0,0,0
0.08421024486369547,0.23111645719625207,0.1337739042158324,0.29713888774069214,0.4618076220737217,0.9568348016431434,0.8312713632445796,0.7100465977074231,0.44843941873627857,0.6699093870041704,0.4875965814241505,0.3303747838492529,0.4111669084274469,0.20686370533341247,0.5294944485761076,0.13912946724040806,0.7328247900442225,0.4126523968089117,0.546162266403786,0.24853282151532358,2023-01-01 00:00:07,0,0,0,0,0
0.10282576353930825,0.29088955655403365,0.1512162204529622,0.2708157410576487,0.36709389356924343,1.0536135821076007,0.7940020252817556,0.6383455596607147,0.41594619749366896,0.6380763308774109,0.5087713759337908,0.32438334938211355,0.40367144577604197,0.20650056257500957,0.6603432659351003,0.15950419978140096,0.8876177597784051,0.33542180442288505,0.5583706977192293,0.19715052828836105,2023-01-01 00:00:08,0,0,0,0,0
0.09084401994113513,0.3054222888843287,0.15859134283226228,0.34274550975014845,0.4153914309609144,1.0472819544544774,0.7481469902127097,0.5711276273231789,0.431014209503675,0.6356278569934237,0.4682390375698857,0.2869358422782991,0.4136402149015975,0.20689802386091596,0.6372414711006233,0.09243563171244282,0.9607100439290002,0.42879782320864945,0.47463105158397223,0.1687691700609302,2023-01-01 00:00:09,0,0,0,0,0
0.0808606424972394,0.25074066709566684,0.1718762660418937,0.3590684127453155,0.46280572251604957,0.9937664002946754,0.7442046280926924,0.5947720840479562,0.41035839580830114,0.7294705856395929,0.5458282905362456,0.2950930419457421,0.3912788837566513,0.20468082430538634,0.5682123200345994,0.12699516301729485,0.8615654337794421,0.3801832616296815,0.4635096467720443,0.2003305600292222,2023-01-01 00:00:10,0,0,0,0,0
0.15373812467084966,0.2784781454941619,0.1256879809257826,0.3671970941064517,0.49245168152826985,1.0329586685005319,0.850162624780776,0.7129281272857553,0.4122610216894983,0.7237028369214058,0.5788112998353852,0.3191225959260569,0.3544747905867709,0.20785356805402946,0.6708132122970518,0.0801161592832125,0.8144794229154327,0.49934524869155605,0.43117739769374697,0.24815130724924028,2023-01-01 00:00:11,0,0,0,0,0
0.13750335423193108,0.293880395334717,0.1393718788030341,0.3093995667773359,0.4912859731600915,1.1155821605401204,0.8230347445896213,0.6444540850119224,0.4396033783607906,0.6961877700227801,0.5495887480053865,0.31685509727396494,0.3617951606245926,0.2126243142895844,0.663619080106991,0.08267412691799059,0.9577305845927093,0.38197682921469395,0.42453520168024694,0.1950098256118632,2023-01-01 00:00:12,0,0,0,0,0
0.09484961374975567,0.24791436362225666,0.14253925353612576,0.3085992892709728,0.41750366413858225,0.9225762838000404,0.8390389385116431,0.6563093044173891,0.44042495949505284,0.7615508443459952,0.5034380763295488,0.2768810728146236,0.44867778739550734,0.19999149949952083,0.6000877826795635,0.20305067016529144,0.6890475920512997,0.48603872279924254,0.4490822845378654,0.2255981590691037,2023-01-01 00:00:13,0,0,0,0,0
0.09827143602273897,0.2871626237304882,0.11901296143420995,0.3807092644311614,0.41671620018550803,0.9998327640780983,0.8699525076974441,0.6101641372242279,0.3964740686570749,0.6867727989176257,0.546974082861681,0.29627805480486075,0.44391811215909727,0.21788408137635237,0.5900891217598925,0.09162473247363845,0.8811454717196471,0.43823383779021635,0.436856967253284,0.18034322848876008,2023-01-01 00:00:14,0,0,0,0,0
0.12476024687043447,0.29444315402693066,0.13463743421647537,0.31551820451376617,0.4556760402637323,1.0017189813138043,0.8864508485408732,0.6790663148844647,0.4387667903035864,0.7411363072464497,0.5123983540229906,0.348258078700912,0.37259357625373873,0.1954913254872869,0.6722580508000532,0.07637409571960985,0.9231503264983026,0.4252048184415339,0.5483802173437435,0.17453492000139204,2023-01-01 00:00:15,0,0,0,0,0
0.0669926469564982,0.25806640619370125,0.14195912599629545,0.32101212216599684,0.43050651142096524,0.9775897959739183,0.8447740507883138,0.6647612715957996,0.4622554386370305,0.7680399028349348,0.5245751353752526,0.2656624113815889,0.3830219066600532,0.2247699433458574,0.6617164251626495,0.051410068341633385,0.7707096420670235,0.4101750159446891,0.3853526361216129,0.20863565254278568,2023-01-01 00:00:16,0,0,0,0,0
0.1560121372610542,0.3270391864509725,0.12563360913105753,0.38837740663764186,0.48051210903494795,1.134073148870008,0.8196184991336134,0.6321765262402067,0.4409573051162482,0.7263810637073885,0.424229787318819,0.330427784041047,0.48071055818448577,0.20848402606923508,0.6166495335051132,0.09013330883374046,0.8565217034066545,0.4604932330463527,0.48619031023230164,0.25909790518244546,2023-01-01 00:00:17,0,0,0,0,0
0.14017373327657284,0.30477529985641855,0.07805724694926336,0.24444011549562575,0.3967626393793703,1.0152981049660506,0.9273037067209394,0.6726598950417851,0.43863830519224745,0.6491199003556172,0.5361882207539724,0.2606475105455099,0.3964546893907704,0.18790721264417537,0.6137308216743763,0.07247145724528697,0.8077159571202702,0.4543237433455517,0.5677799908009948,0.22104495494923795,2023-01-01 00:00:18,0,0,0,0,0
0.09442390091632397,0.27315078901097023,0.10832837620687134,0.3909297923280399,0.5075833152701891,1.0137643757499237,0.8366333175933854,0.7017697277214583,0.4745862294929556,0.7128777077796022,0.5107259695826729,0.3557904139029495,0.37351407628132377,0.2030111668589949,0.6244064936882437,0.04173831620280996,0.9297584752689914,0.32770962397978964,0.47595957565630165,0.19943966714876543,2023-01-01 00:00:19,0,0,0,0,0
0.07715045614972736,0.2757595634089971,0.14433817809996158,0.42294113486353185,0.4635379256912331,0.9913632094924621,0.8964460356341455,0.6074706582839186,0.42938941551458526,0.7708999784779975,0.5005400201995017,0.2776716773560827,0.3977518827113505,0.22430993905640995,0.5445791209564885,0.15056745586709958,0.9021441537620378,0.37273524356591536,0.5238512731455931,0.2284469114205234,2023-01-01 00:00:20,0,0,0,0,0
