P1_B2004,P1_B2005,P1_B2006,P2_B2016,P2_B2017,P3_B2021,P3_B2022,P4_HT_LD,P4_HT_PG,Label
50.36305672746261,48.54191532304827,50.85049990740671,43.391581465742284,39.00802269905538,69.30259906809869,71.35615209023676,29.906646684180956,20.930498559488296,0
50.775017536648974,48.036407209671125,50.650449037289064,43.567331950244224,38.92449324968666,69.89592462192707,70.66147497390426,30.061935041897833,21.26695908816836,0
50.06528483995656,47.65008745394188,50.628495862145776,43.17252521869801,38.74418683800417,70.47496768939759,71.71011688594785,29.89481076675745,20.826501263540976,0
50.46386390322509,47.890889241127084,51.446413988657056,42.950360858992454,38.86112204272397,68.72539413227135,71.2733469503437,29.978184956695863,21.010921728286867,0
51.12846803080965,48.011645680187236,50.80916267060074,43.14401155755189,38.80066691606369,69.9943389345379,70.31539572063424,30.24810256163815,21.12654887652652,0
51.46319700195359,48.03439471325947,51.12605753706974,43.248420302017756,38.690852408852294,69.89134555971634,71.6858523176932,29.72778223262908,20.732123510740788,0
50.125986872507056,47.60990248808169,51.30091752103306,43.418756208478094,39.31277399970861,70.27594529086333,71.42197021846513,30.35602775072271,21.579359039573657,0
50.672119998034056,48.30770324883032,50.39740335509504,43.94702343299621,39.2774185158981,70.61798823646815,71.20988680589163,30.925169157152403,21.8314775911354,0
50.83310475312811,48.35094237237057,50.81562184029139,43.0420440094301,38.40649671040962,70.53789900590573,70.86764725618994,30.855019621381203,21.44046855773933,0
50.645184642996256,48.30685809424108,50.43973990422328,44.202605701641964,40.14263106179054,70.69779814834392,70.78384458896902,30.37030697250926,20.85283541229218,0
49.44606731708521,47.04419871096592,49.81527057971905,43.20168657515173,39.13512524715249,70.8258622938994,71.48676680090293,29.93814890085379,21.04982753885611,0
50.80368032382307,48.548292245485484,50.91519777203218,43.47342627693555,39.024042313869955,70.07722993071314,70.48661423625157,30.758870120178983,21.36207673923511,0
50.86006017995642,47.800413251944846,50.89634802280518,43.61041890354674,39.81804236657168,69.06867802509277,70.9421115728403,30.317724971571334,21.272062876121975,0
50.7700121665422,48.288395792768746,51.265748911797765,43.909492052181406,39.34890131069676,70.64205332316763,71.65244047727427,30.832487897757,21.53668513879901,0
51.27323773369714,48.283688796905295,51.62553291631629,43.28042616917781,39.157004626292235,69.82528380526469,70.623291923367,30.20731504124336,21.40022806629605,0
49.93624840121573,48.04275580273286,51.67910306061996,42.22274553143282,37.5263390137656,70.49387328406065,70.66900854245625,30.290751916262135,21.170209344316426,0
51.11426070537176,48.392124041663365,52.69616012686938,43.69465334924509,39.020657868460646,69.66752850056449,71.63324214444323,30.641908932443112,21.492219074410436,0
50.878852555564265,48.421343591801374,51.68839561417987,44.039695718557304,39.94443016677254,70.02889015701518,71.26231826842806,30.32186300042875,21.66243238085476,0
51.78813290400265,50.02789997144283,53.29117309862167,44.20174349569347,40.20776856199783,70.71282492337691,72.25075857394438,31.121268901606395,22.020599071064513,0
51.39681034492844,48.391312969486506,52.75783704452916,44.59017658900033,40.08612054934976,70.22412089126777,71.28859173188923,30.757324986286015,21.17449422220958,0
51.05893070193733,48.397691435035945,52.345889856938264,44.163438036251286,40.430991160285416,69.63465516531033,70.68841482193407,31.15016943571959,21.748367920811372,0
50.56828977614629,48.35633360472694,52.53350241638952,43.06836298774627,39.154234802882094,69.81543034623684,72.05327162344228,30.307277230907793,21.10586808464486,0
52.02577412782118,49.817444085206375,53.72450188212297,44.55700995674827,39.89241301682436,71.0796956390711,70.84445459644542,30.415760743511793,21.406588771294118,0
51.87279663389687,48.9333391029422,53.16259639666621,43.795334751827305,39.302342470945675,70.36255028592721,71.02690753985642,31.52434400640606,21.953796773401365,0
52.0964687031728,49.62354050560796,53.05193947859561,44.22405648187764,39.38579111352628,70.39711948901109,71.38649786794196,30.254189383128324,20.868938516367805,0
51.35964798295897,48.569339046250406,51.75889625651102,43.94679360933792,39.41930131378354,70.27995188916323,71.65816746977328,31.173339454436082,21.8428793886704,0
50.92798450320735,48.45762967721517,52.42752773494302,43.53947284720552,39.25729164604047,69.84875584694436,71.78970962528722,30.854543233389332,21.78940419778555,0
51.28912978839575,48.85816341829957,52.8008714307995,43.791643104106214,39.42457141822856,70.49769668269066,72.10191342853446,30.69583028481531,21.456885305220226,0
52.69536447351709,50.28641595164909,54.37116197337046,45.10477990711719,40.60354569246934,71.273085842325,70.35611817523076,31.150467283536827,21.761199916222914,0
51.4293984794879,49.20591402388668,53.61967328182691,44.321447418286844,40.18850416271057,70.28851009999822,71.1953367995498,31.36816585689953,21.939621258498534,0
51.9433686928826,49.34900816370163,54.15000011271256,44.53872059933577,40.134841084732756,69.75633385755675,72.21735197688916,30.929740259902825,21.49837056716179,0
51.991451604618966,49.79906693521745,54.061370824035606,44.77457472965124,40.5026227019015,71.11055688499854,71.26298186716852,31.021219646652998,21.66870892747693,0
52.41636531865233,49.259354922669104,53.312058805247986,44.85421099438931,40.502792883882954,70.78833604692097,71.70672673365293,31.013887173995496,21.650157930571183,0
52.87181164385386,49.86643843845461,54.28311821139093,44.743178151391554,40.35492811596833,70.86401561935637,72.42770955033252,30.96888369772112,21.79860678230233,0
51.870852931685356,49.52230133853032,53.57416126020478,44.14173244594251,40.004050365880325,70.98107311909622,71.69043015314047,30.51830444478517,21.600841248473824,0
52.00299680009936,49.49531832835525,53.89441949379793,44.1455836026174,39.97164144266507,69.94224323312747,71.6667227478632,30.784171587844526,21.69772420096227,0
53.772629561196176,51.351045608753395,55.66183755547881,45.4399118946574,40.558021036539465,70.78049448056447,71.73940823003029,31.445141708992857,21.926023103053446,0
52.23254762957118,49.48637929611189,54.474146124420315,43.9959649838501,40.14204183209284,70.98094591195684,72.48500262927426,30.94126442986549,21.285534754765674,0
52.95816791432057,50.57004801479354,54.729205926170955,45.343405302129646,40.845203944748015,70.86085396059718,71.06122229344265,30.814996139541414,21.524715524679948,0
53.04723479782226,49.79193159088431,55.1598761738823,44.710053983518,39.95383703352453,70.87974342570708,72.77777537153614,31.043728879395317,21.858569066077532,0
51.691855322516545,49.52428591608926,53.48244948037568,43.10369175023159,38.773823363611086,71.505813926154,71.79225183844906,31.10171733021347,21.965695040668763,0
52.5767486001857,50.114074606711085,55.00066917379766,45.14095107004093,40.70510877776503,71.16961928773019,71.75610067601554,30.771800673238573,21.493150346237616,0
52.323396715021765,49.930773295128645,53.68784868083383,44.121433876318264,39.88562644080226,71.28619120391456,71.54220709820413,31.17672519089922,21.707609928650466,0
52.95841975425726,50.28023259427608,55.301437968181425,44.43227145366793,40.27721931887747,70.91579785316914,71.4015049244728,31.27857946327509,21.653888465215235,0
52.81990362827212,49.92529397312272,54.77332004969395,44.41231608471251,40.201471862643544,69.73684068414654,70.82069326061091,31.059546809498297,21.904623503534705,0
54.14917007117957,51.142651025390094,55.931626525108854,44.875085410928705,40.93906912524472,70.87582917277697,72.61977793949632,31.39514320641821,21.670830120765494,0
52.66902023503341,49.73462736777438,54.16168477380876,44.21177150121,39.82231606115731,71.04845198498629,70.92387205711256,32.159154349508306,22.689369682542907,0
53.42717724019465,51.019450798813274,56.129262199439715,45.94743477488029,41.30500999594348,70.98574860917044,72.02682541612046,31.25302340052197,21.760954827213485,0
53.884612683555055,51.316155705699316,55.819213494522835,44.420223050940045,39.53797083297727,71.06708978355417,71.85212114544872,31.000499738933172,21.46676352823239,0
53.55419139050587,50.74178847049877,55.14658393671936,45.093883505459054,40.87549315057582,71.23328877979124,72.24014768563293,31.708028150547605,22.47443507647406,0
53.573204245254246,50.559735528785566,55.150527654041184,45.03646691550753,40.71568548492975,71.6232108932181,71.11630904732219,31.705524941165997,21.94527481184539,0
53.69287558970769,51.42089075055772,55.32032557163818,45.26206358687112,40.56616640394009,70.74134502093479,71.72167920840141,31.782032821281234,21.95995254486552,0
54.08521712668953,51.151597806441856,55.36652828061982,45.67323516837531,41.17877228854256,71.0890012154674,72.39222948694923,31.56338313687535,22.489520114976585,0
53.07892929712191,51.33106309521513,55.64065244902988,45.52780036253341,40.971962143906865,71.98186573550342,72.2672478685764,31.303940970291038,22.03168112025287,0
53.47099146007161,50.979154076454776,55.49123108166325,45.14518898381384,40.683213808801355,70.42425558997722,71.863318257621,31.547207937354017,22.163988515683013,0
52.95642837234016,50.453288190382324,55.2061601651482,44.94724714779772,40.370250336970514,71.11769573483865,72.26669999738368,31.349776769218288,21.9896963471011,0
