P1_B2004,P1_B2005,P1_B2006,P2_B2016,P2_B2017,P3_B2021,P3_B2022,P4_HT_LD,P4_HT_PG,Label
49.676014809142394,47.401714815210404,50.554517938910955,43.66861128423877,39.25872319087721,70.16091759501138,72.255566273845,29.798587944162033,20.702259527039388,0
49.77749935616109,47.34455486630385,50.54875915788553,42.276241121202546,38.0388202379602,69.64074697943303,71.02143566086401,29.827758964150604,21.112238154355083,0
50.409210652839896,47.72400964215079,50.90017963753804,43.29288256327816,38.98288277052662,70.40852639652859,70.90646713597151,30.511400997238297,21.514556208704562,0
51.64187837094765,48.35739472443597,50.54932260719058,43.837869887711435,39.73814133743414,69.79908284222152,70.83286426239317,30.684946957374635,21.475208300236027,0
50.468417649542054,47.722134033359474,50.57293040562139,43.236996397171396,38.68913156490823,70.5004463450122,71.31346219989312,29.88874662229439,20.950990103056014,0
50.00510300150886,48.136606444526294,50.35942444360332,43.38035113466319,38.78841192374307,70.02000443656989,71.34974188958763,30.008428050553455,21.00422003192055,0
51.56229131915322,48.74930869909982,51.83298023752389,44.35368862002637,40.28930568066663,69.32791072451012,71.66287046900021,30.593506455680938,21.512856370811363,0
50.65018311526767,48.082967884320844,52.08462679375214,43.84513204525203,39.32182541816244,69.72857960242338,70.7555619816828,30.45231877689181,21.15672281213313,0
50.924189289325064,48.41143322844954,51.379386642934385,43.290242420575794,38.582307572445096,70.0359096853825,71.09330932509752,30.536576098046847,21.54810421530652,0
51.067157894865666,48.39694348580596,52.404214492758626,43.75058690850716,39.22998923502649,70.96651331248196,72.29571707490894,30.643866495903133,21.521419714710355,0
50.78010030030016,48.25016547094443,51.75862119850594,43.3363458403253,38.90369543571957,70.76426138569266,71.42354731319445,30.343740352808034,21.188006979387712,0
51.307002416774644,48.49776120346859,51.27947862916315,43.96311214193598,40.03328974606011,71.1568566238688,71.25571451842342,30.5558422972159,21.291534001749422,0
50.97868735111574,48.85647772612729,51.32029870483448,43.738944695317585,39.64249808949885,71.20294202275947,70.90180605330801,30.573199759572624,21.569466020054197,0
49.96926073471854,48.197230244996256,51.48428432172249,43.53883984070953,39.52921204162825,70.13990623569424,71.65613044629508,30.280467044958897,21.166229668241204,0
50.408088254213204,48.19771059252898,51.60470628516659,43.34600777665898,39.25739909169712,70.34415073854423,71.949127496138,30.67277807031412,21.331166030053918,0
51.57595299215509,48.44282449609769,52.04957051312257,43.656121967045024,39.574382871825115,70.26381862976585,71.90127065964965,30.98954644943281,21.615768561208103,0
50.68264145575338,49.23509166667411,51.70084018242407,43.991137961022936,39.38559952694655,70.16471619702531,71.364834834559,30.55770436377245,21.544233984418547,0
51.050893590978475,49.363813295892534,52.91384364391612,44.041172445626444,39.57747455445776,69.61068213380643,71.70501645176824,30.743137416267885,21.198085551138313,0
51.25184744418825,48.77363327863895,52.6788592181281,44.15422030732466,39.441823682685126,70.5549553021624,72.39026832824187,30.79849553059188,21.487865090298218,0
51.39755991117174,48.95961341455521,52.927705460848735,43.83615575839439,39.38939377339385,69.95038433015137,72.11981796270744,30.689876443615862,21.697030044466256,0
53.12722409262894,50.203623573100955,54.32926143093697,44.71565249446782,40.44931874230146,70.60685406122973,71.22212021899843,31.016798844606917,21.67811583680419,0
51.87772337009599,49.53560664766733,54.20129902644193,44.53908514736158,40.1255516180691,71.71252981407885,70.37090706742356,30.647804282209453,21.508026344002186,0
52.13420007650598,50.392401855288945,53.436817759941476,44.71166864469481,40.63394602591342,70.4306044314129,71.82188377834677,31.289339238127507,22.11989125959669,0
51.950987999959814,48.942040462222415,53.59990635082643,44.40524952031479,39.62229983061514,70.81322135420652,72.10224611818175,31.1147384176056,21.958782823003354,0
51.57638884226018,49.43511751635514,53.845245839850875,44.72498565335127,40.40255859322562,71.19963736444944,71.18768764391021,30.68277050557069,21.3899275992915,0
52.43966102592929,49.96337994916372,54.56648479234494,44.8392977001518,39.98087708957583,70.91685574144272,71.7571129799328,31.50970529091758,22.03071499320154,0
52.072541945261904,49.736098820044475,53.613552366041574,43.727105998425024,39.382648339334615,70.95326388151996,71.65873279771687,31.08679506517669,21.941709325969484,0
