P1_B2004,P1_B2005,P1_B2006,P2_B2016,P2_B2017,P3_B2021,P3_B2022,P4_HT_LD,P4_HT_PG,Label
49.69796515573455,47.0229005479293,49.78962162508093,42.68298222892003,38.4089097731629,69.69492052265618,71.74272427983433,30.007617483547385,20.99707718578213,0
50.18176856095206,48.437399174091574,50.632573033045894,42.89813868864673,39.193229272642846,70.6347314368979,71.15029311860528,29.765808709755632,21.22965994563697,0
50.14966384282518,47.366023388658846,50.93760048906145,42.9916802817969,38.410311575110505,70.20102591120376,70.78037997866494,30.223517874606806,21.228708726800708,0
49.36810740336667,46.41144263705514,50.09136239781676,42.682356984932376,38.46416703656541,70.70509413704045,72.00096053797857,30.05561671832819,20.61751123910143,0
51.28697467945669,48.508251721591584,51.01987186284529,43.129311308180505,38.692762382513,70.52927310141293,70.54887827440257,30.5140483277561,21.610207681422775,0
50.23454637384979,48.315457447259234,50.89369784417378,43.18626862202924,38.738286662439634,70.75705630517668,71.59504601329702,30.228307807431133,21.02485201693333,0
49.98096822997458,47.5274291447133,50.6256235726605,43.179133002443066,38.49388462422817,69.97430550036174,71.04392513997686,30.56892758875571,21.458327538619297,0
49.75876501585497,47.64616145709697,50.888136715787944,43.57108632812244,39.0534453873291,70.17679008886681,71.65585799721629,30.1006354922921,21.086993618117425,0
50.941185456344286,48.06810839278914,51.8872455968465,43.94367497793614,39.600502989148985,70.32859492545636,71.18057867746121,30.18140327279087,21.20378075585833,0
50.849963613674994,48.85702051451317,51.597031924549746,43.212416218893196,38.63641637850737,70.24859444486327,72.06067526016824,30.316946307224992,21.53015727195075,0
51.25172457093136,48.61949354911031,51.944814193629576,43.48174225236564,38.62274940192461,70.90693196447398,70.89031147359066,30.333526260389977,21.24956080843754,0
51.48328276031392,49.17255492544497,52.522711494250224,43.7902896845561,39.5979988213494,70.46852600425706,71.43755787729997,30.35369927445607,21.553021841194422,0
51.32253680125221,48.66473816873331,52.16026448280357,44.14651446209191,39.38209654374685,70.944347172962,70.89375061288841,30.555774946218605,21.281456692441054,0
50.99286268920722,48.79497667631806,51.3635233318965,44.00001481007387,40.167708917448564,70.74537706836132,71.97339354677273,30.409340204460754,21.33113041991948,0
53.21408138124767,50.28564869300729,53.642462477906754,44.34902927099985,40.24724394872039,70.2414352689259,70.87766307603708,30.465499111841957,21.609231897476274,0
52.7659069955637,50.222870045533,53.86845196213336,44.789589033741265,40.5775229047285,71.0196015993274,71.53879256024614,30.794482880499494,21.60946405538938,0
51.84977698332274,48.95306726860806,52.89256476960999,43.842276123344334,39.503885003086125,69.89069609748053,71.55140462073125,30.12613708181168,21.358503799668448,0
52.332572196895335,49.054863851066145,53.50917700421387,44.03745384758637,39.55469555050764,70.67764510708085,71.1673158524787,30.61852292062563,21.31357220655137,0
50.7745454213097,48.35923751451887,52.36400396972538,43.27801196333331,39.24801925002333,70.7494605360944,71.89572654327124,30.467874588064888,21.283421565008016,0
52.38940805805683,49.895346871091206,54.47581401623598,44.47158300090053,40.1976107143665,70.87772881537398,70.7965767102053,30.593099422067112,21.635694432021996,0
51.81194521634812,49.67515769237624,53.13798007910176,43.93317717481517,39.469151417801235,70.83411496403346,71.60969098522833,30.746014279299455,21.76065900185906,0
52.48312865007426,49.7115737636626,53.78321903847659,44.70244959923382,39.789758007949516,70.96456210695527,71.7875704817616,30.87668917922503,21.801398090700502,0
