P1_B2004,P1_B2005,P1_B2006,P2_B2016,P2_B2017,P3_B2021,P3_B2022,P4_HT_LD,P4_HT_PG,Label
49.930565298000715,47.323536045284094,48.88220450752703,42.94640668806822,38.228766206535084,69.46908489486358,71.42965889966813,30.218621393558877,21.490504631214115,0
49.71083686053201,47.15104317165851,49.73642479764518,43.105931916372676,39.16537144873176,70.81322274468346,69.72802197633497,29.938202354086275,20.729805493138056,0
50.23705075829714,48.127465921375425,50.43861888760473,43.99564240245934,39.90020754670843,69.49444479530675,70.60200604696935,29.542911860234504,20.60589056345751,0
50.543800170783435,48.12431840091683,51.086752241144424,43.741020187943484,39.69837363622955,69.0999646241451,70.78380358021477,30.11424552548255,20.73129651509719,0
49.9193328785508,47.97984151732897,49.846603886008346,43.32379217666384,40.06397752378825,69.76112699467672,70.27919651120254,30.034760252942956,20.929018462825393,0
49.78476471408034,47.87881805576228,50.84957974486655,42.564238284100824,38.27800299069175,70.56075272564253,71.2589232008733,29.99936591390925,20.87398007848345,0
49.50077541204044,47.01667584474337,49.550289528882246,42.77138050851522,38.475675163021,69.17988362036702,70.59418419602152,30.66781983812158,20.954175831060862,0
50.67357022424827,48.12239299887165,51.80397956696332,43.694324058987014,39.27923486313364,69.79729571050132,71.81079333588941,29.912646550192093,21.147922754301895,0
50.65124440952119,48.22910078782955,50.91303013718719,42.5154661244107,38.09240010026411,70.70548513962513,71.17481502674877,30.54660796495936,21.667460381521213,0
51.13584529519919,48.2048408948692,51.246653807376816,44.18625957634776,39.93278238606785,69.65216365017316,71.33156941705273,30.95592086289895,21.917395968928986,0
51.9970727021163,49.417255152231014,53.140878740406364,44.648450261693434,40.09127873196106,70.40399829530374,71.70689611029881,31.177746024112825,22.01730719408943,0
51.215930370061415,48.91719811456965,52.00162511292917,43.75612330862405,39.81728652018368,70.34672233086293,71.49592387333435,31.081059131130075,21.413943194083068,0
51.49628082896647,48.43822998114556,52.48836270002606,43.47569794131954,39.14475637555145,70.40624315741606,71.42697053235435,30.37705543168406,21.640323126337595,0
50.631609363524404,49.12950232030598,52.95605868928824,44.15433525124566,39.9135895178844,70.7158880655736,71.21754139319577,30.581221868861114,21.416414694641922,0
50.89342474186815,49.03564549808375,51.67156955746396,43.99352993970279,39.72721028033017,69.80730051646744,71.33123078966105,30.364776941445015,21.344404885862694,0
52.36623672185747,48.956855180091246,53.02100871652561,45.0116496495544,40.686728569684,70.92562104079883,71.11067517127675,30.979514630046726,21.896935507614714,0
51.223019913681476,49.05705191460274,52.514719142696165,43.68957722947774,39.04498449434554,69.90070076982343,71.95566106976436,31.17335242233956,21.921854099385726,0
51.03798155794217,48.31992047952432,52.09328280119485,43.75098163418503,39.759999995645664,70.29025556539152,71.77714890832911,30.448784040113054,21.644396465858303,0
52.65377884861302,49.606921172413124,54.00261961755007,44.84576470863117,40.506465908996425,70.38562862330257,72.57839644345748,31.124060698321692,21.639780844866117,0
51.74744432352606,49.35861774288558,53.130549522672695,43.825740601116856,39.59719723806277,70.80401874557496,71.84443924546709,31.060004834949783,22.03066696454218,0
53.04631836933329,50.7455800934124,54.20926326848357,44.889450658481515,40.541926905001574,69.83671864314302,71.6975391197539,31.17614955382124,21.528121990106825,0
52.56559992395339,50.018933105972195,54.77210696983734,45.5638808467837,40.29819476129445,71.46383889574344,71.78122454156123,30.838290468488537,21.669776563575997,0
52.45934105328626,49.784788697114855,54.15326653542236,45.08887785912096,40.61192356874578,70.5442014140938,71.32695215824519,30.516128161001166,21.25407506011411,0
51.75244668059226,49.160150813425055,53.534808470472086,44.16747265968799,39.776310231568694,71.11119761446727,72.30380805688469,30.90971336887582,21.681647886768644,0
52.891870596782866,50.304263382785,54.91186792704512,45.31360171668681,40.8617071219465,70.13100157623984,71.65229935696357,31.369141736053763,22.210390478199844,0
53.384473322674246,51.60700053248871,54.86371620957295,45.94269384743293,41.65328817547771,70.5109967530695,70.72323675893082,31.155372993504827,22.017490634974752,0
52.46024842239766,50.06444645188736,53.22564593943002,43.953341802561006,39.83209301341887,69.67554776629983,71.10356366187555,31.038661529095315,21.72911424071111,0
52.43751844703107,50.25429312731726,54.93184322600293,44.27214658006446,40.14128515036795,71.25541093697258,71.73351566780835,31.3138741786099,21.67589430410767,0
52.25464455411331,49.72557074593941,54.68659055277306,44.244814469189045,39.53021494537,70.35562254684085,71.09251337494194,30.81193535792448,21.324127936851927,0
52.9700241960275,49.67877803963736,54.941806347428745,44.985425793980006,40.52435562838085,70.31669077809602,71.38472703017094,31.238732986531442,22.109834296651286,0
52.2328015988497,50.14941360662602,54.5756589480102,45.600923689997295,40.57163948655386,71.19764541919523,72.29955779159249,31.20462446848379,21.86643091067266,0
53.22052135312771,50.99413761137924,55.29598899050075,45.244487625945936,40.74516340865148,69.39139989788076,72.35899189693097,30.928973071747052,21.517610831457752,0
52.38363204498072,49.571462593094935,54.120075904088615,43.82135495822479,39.103122295755504,70.87511838515168,72.27591778486786,31.29163665459324,21.7159671410778,0
53.54686319002955,51.281258007672356,54.680802279496675,45.25909506680356,40.65407350679758,71.90770395487122,72.3802295713375,31.04359724835755,21.845464981963847,0
53.175920316260594,51.5250403258029,55.504750613255844,45.14244254685002,40.87003744984075,70.54289761453539,72.34001413175471,30.841234557694417,21.946539074832643,0
